Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,18,-0.5540677512436588,9238,1,1,0.33265633805298966,19,38,5,8,0.7197250477276551,1,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,-0.109105147316254,0.4070587863007005,-1.1980395097579866,0.28064131593404107,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,1.5039143162602946,-0.8080500236726174,0.1477470098307431,-0.199440991148615,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,17,0.2071731591606723,9500,1,1,0.18098999194093274,19,1,5,4,0.022228767979372222,1,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,0.2941372684958662,-0.07156661452170444,0.741267768386665,0.5503540425618396,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,-0.016033201665888088,1.1823805468884399,0.8281406751338984,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,1,-0.5540677512436588,9130,1,1,0.33265633805298966,3,19,3,5,0.6437601063689317,1,0,0,1,0,-0.4303628237699172,0,-0.30081305824983723,-0.5123475631283743,-0.07156661452170444,-0.22838587068566077,0.3838806371312845,1.248319565044167,-0.2824423108896146,-0.5611610991668988,-0.016033201665888088,-0.14457316681893165,0.3876601499235341,2.4541738805550626,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,1,-0.5540677512436588,9853,1,1,0.5601558572210751,19,19,7,7,-0.1642306335374955,1,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,0.2941372684958662,-0.31087931493290694,0.4180498886958897,0.21181510180254534,-0.19927303148411477,-0.2824423108896146,0.3497090907851691,-0.016033201665888088,0.518903690034754,0.6275732900163251,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,1,0.9684140695650034,171,1,1,-0.8048412577874374,1,1,9,8,-0.4611844952125066,0,0,0,1,1,-0.2985576917271264,0,-0.30081305824983723,-2.5285596421889753,-1.9860682178113243,-1.5212573894487618,-2.1971023927998017,-0.19927303148411477,-0.2824423108896146,-2.8383365740470685,-2.0426298922341317,-1.471526880526303,-1.963488622985818,-0.199440991148615,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,18,1.7296549799693344,9556,1,1,-0.425675392507295,1,38,4,7,-0.35759593881424684,1,0,0,1,0,-0.4303628237699172,0,-0.30081305824983723,0.2941372684958662,1.3643095879455105,0.741267768386665,0.16449707958714221,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.23729138465514235,1.1823805468884399,0.22931747746229217,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,1,1.7296549799693344,9500,1,1,0.7118222033331321,19,19,1,1,-0.10207749969853928,1,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,0.6973796843079865,0.8856841871231055,0.741267768386665,0.4576230094150299,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.9972651436182337,0.8506421184615969,0.5041893893971755,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,1,1.7296549799693344,9670,1,1,-0.577341738619352,1,38,4,7,-0.8341032982462411,1,0,0,1,1,-0.562167955812708,0,-0.30081305824983723,-0.109105147316254,-0.07156661452170444,0.4180498886958897,0.5645494492264606,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.2693577879869185,0.518903690034754,0.39451481106904257,-0.199440991148615,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,1,-0.5540677512436588,9500,1,1,-0.5015085655633235,19,19,3,7,-0.21257195985668262,0,0,0,1,0,-0.562167955812708,0,-0.30081305824983723,0.2941372684958662,-0.07156661452170444,0.4180498886958897,0.5483752889055594,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.23729138465514235,0.8506421184615969,0.745473461719068,-0.199440991148615,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,1,-0.5540677512436588,9238,1,1,1.3943207608373882,19,38,9,9,2.073282184664915,1,0,1,1,1,-0.6939730878554988,0,-0.30081305824983723,-0.109105147316254,-0.07156661452170444,0.09483200900511447,0.19804985897624625,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,0.9972651436182337,-0.14457316681893165,0.1477470098307431,-0.199440991148615,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,0.2071731591606723,9238,1,1,-1.3356734691796368,19,38,7,8,-0.7305147418479814,1,0,0,1,0,-0.2985576917271264,0,-0.30081305824983723,-0.109105147316254,0.16774608588949805,0.4180498886958897,0.15159216443748677,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,0.23729138465514235,0.518903690034754,0.5864453231432754,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,1,-0.5540677512436588,9085,1,1,0.40848951110901816,19,19,3,3,0.2777472070950798,1,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,-0.5123475631283743,0.16774608588949805,0.09483200900511447,0.4182937441970322,2.695912161572449,-0.2824423108896146,-0.5611610991668988,-0.2693577879869185,-0.14457316681893165,0.5316080339792087,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,-0.5540677512436588,9147,1,1,0.18098999194093274,19,1,9,9,-0.33687822753459506,1,0,0,1,0,-0.4303628237699172,0,-0.30081305824983723,-0.5123475631283743,-0.5501920153441094,0.09483200900511447,0.28064131593404107,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.522682374307949,0.1871652616079112,0.4036543592630536,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,17,0.2071731591606723,9500,1,1,-0.425675392507295,3,3,1,10,-0.5647730516107663,1,0,0,1,0,-0.562167955812708,0,-0.30081305824983723,0.2941372684958662,0.16774608588949805,0.4180498886958897,0.4733547155022285,-0.19927303148411477,-0.2824423108896146,0.3497090907851691,-0.2693577879869185,0.518903690034754,0.669158234299076,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,44,-0.5540677512436588,9003,1,39,1.3184875877813598,4,5,4,2,1.5898689214730366,0,0,0,1,0,-0.2985576917271264,0,-0.30081305824983723,-0.109105147316254,1.6036222883567128,0.09483200900511447,0.25114436702054305,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,2.263888075223386,0.1871652616079112,0.06549107608464326,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,51,-0.5540677512436588,9070,1,1,-0.577341738619352,42,3,125,124,0.20868816949623997,1,0,0,1,0,-0.4303628237699172,0,0.5465584601820507,-0.109105147316254,-0.31087931493290694,0.4180498886958897,0.45270685126278026,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,0.23729138465514235,-0.14457316681893165,0.6083802388089019,-0.199440991148615,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
1,1,-0.5540677512436588,9147,1,1,0.7876553763891605,1,1,4,6,0.8164077003660313,0,0,0,0,0,-0.6939730878554988,0,-0.30081305824983723,-0.5123475631283743,0.16774608588949805,-0.551603750376436,0.14298888767104995,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.016033201665888088,-0.8080500236726174,0.6275732900163251,-0.199440991148615,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
1,18,-0.5540677512436588,8014,0,1,0.40848951110901816,19,1,9,5,0.5194538386910192,1,0,0,1,0,-0.562167955812708,0,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.4180498886958897,0.4182937441970322,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.016033201665888088,0.518903690034754,0.7955124880812788,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,1,-0.5540677512436588,9991,0,1,-0.19817587333920963,2,37,3,9,0.30537082213461614,0,0,0,1,0,1.414909024829154,0,-0.30081305824983723,-0.5123475631283743,-0.5501920153441094,0.09483200900511447,0.3632327728918359,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,0.23729138465514235,0.1871652616079112,0.6138639677253085,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,39,-0.5540677512436588,33,1,1,-0.19817587333920963,38,37,9,6,-1.6904353644718553,0,0,1,0,0,1.8103244209575264,0,-0.30081305824983723,0.2941372684958662,-0.31087931493290694,-1.5212573894487618,-2.1971023927998017,-0.19927303148411477,-0.2824423108896146,0.3497090907851691,-0.2693577879869185,-1.1397884520994601,-0.04418350224348972,-0.199440991148615,-1.0009723271182625,0.12438647318417584,1.545606837207885,1
1,39,-0.5540677512436588,9119,1,10,0.03690696313447821,34,37,0,0,0.12581732437763296,1,0,0,1,0,2.6011552132142715,0,-0.30081305824983723,-0.5123475631283743,-1.9860682178113243,-1.5212573894487618,-2.1971023927998017,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-2.0426298922341317,-1.471526880526303,-1.963488622985818,-0.199440991148615,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,43,-0.5540677512436588,9147,1,1,0.5601558572210751,37,37,6,6,-0.28163099745552245,0,0,0,1,0,4.182816797727761,0,-0.30081305824983723,-0.5123475631283743,0.4070587863007005,-1.1980395097579866,-0.1323159688549327,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.016033201665888088,-0.8080500236726174,0.3396775219049759,2.4541738805550626,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,1
4,39,-0.5540677512436588,9991,0,1,-0.9565076038994943,19,19,9,3,-0.9031623358450809,1,0,0,1,0,2.073934685043108,0,-0.30081305824983723,-0.5123475631283743,-0.07156661452170444,0.09483200900511447,0.0741626735395542,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,0.1871652616079112,0.2629053170752827,-0.199440991148615,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,44,-0.5540677512436588,9130,1,39,-0.9565076038994943,4,4,3,6,-0.48190220649215837,0,0,1,0,0,-0.4303628237699172,1,0.5465584601820507,-0.109105147316254,1.124996887534308,-0.551603750376436,0.21181510180254534,-0.19927303148411477,0.2388446241857525,-0.10572600419086485,0.7439405572972032,-0.4763115952457745,0.3396775219049759,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,1,2.4908958903736655,9773,1,1,-0.5015085655633235,3,3,2,2,-0.4059372651334349,0,0,1,1,0,-0.6939730878554988,0,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,-0.22838587068566077,0.4355002977299062,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-1.471526880526303,-1.963488622985818,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,1,0.2071731591606723,9147,1,1,0.02932364582887579,3,19,2,7,-0.454278591452622,1,0,0,1,0,-0.16675255968433558,0,-0.30081305824983723,-0.5123475631283743,-0.7895047157553119,0.09483200900511447,0.8587815146386045,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,0.1871652616079112,1.0690134677870606,-0.199440991148615,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
1,1,3.2521368007779965,9500,1,1,-2.2456715458519785,1,3,2,2,-1.8216475359096513,1,1,0,1,0,-0.16675255968433558,0,-0.30081305824983723,0.2941372684958662,0.16774608588949805,0.09483200900511447,0.678732138470612,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.23729138465514235,0.8506421184615969,0.7893432930503211,-0.199440991148615,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,17,-0.5540677512436588,9773,1,1,-0.9565076038994943,1,38,5,5,-0.3852195538537822,0,0,0,0,0,-0.4303628237699172,0,-0.30081305824983723,-0.109105147316254,-0.31087931493290694,-0.22838587068566077,0.48711995832852795,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.2693577879869185,0.1871652616079112,0.6851524436385951,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,39,-0.5540677512436588,9991,0,1,0.03690696313447821,37,37,9,9,-1.1932102937602085,0,0,0,1,0,0.7558833646152,0,-0.30081305824983723,-0.5123475631283743,-1.9860682178113243,-1.5212573894487618,-2.1971023927998017,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-2.0426298922341317,-1.471526880526303,-1.963488622985818,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,1
1,17,-0.5540677512436588,9991,0,1,1.6218202800054737,38,38,4,5,0.4918302236514829,0,0,0,1,0,0.09685770440124603,0,-0.30081305824983723,-0.5123475631283743,0.16774608588949805,-0.8748216300672113,0.17740199473679763,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,0.7439405572972032,-0.4763115952457745,0.7875153834115193,1.1273664447032237,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,0.2071731591606723,9238,1,1,-0.19817587333920963,19,19,9,9,0.04294647925902397,1,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.4180498886958897,0.21181510180254534,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.016033201665888088,0.1871652616079112,0.5699941363940552,-0.199440991148615,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,17,3.2521368007779965,9500,1,1,-0.04650952722715268,37,19,7,7,0.37442985973345594,1,0,0,1,1,-0.16675255968433558,0,-0.30081305824983723,0.2941372684958662,-0.07156661452170444,0.4180498886958897,0.593800590232346,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.23729138465514235,0.8506421184615969,0.6796687147221885,-0.199440991148615,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,44,-0.5540677512436588,8014,0,39,-0.19817587333920963,1,19,9,9,0.4434888973322958,0,0,0,1,1,-0.2985576917271264,0,0.9702442193979948,-0.109105147316254,-0.5501920153441094,0.4180498886958897,0.17740199473679763,-0.19927303148411477,0.7601315592611196,-0.10572600419086485,-0.2693577879869185,0.518903690034754,0.5864453231432754,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,1,-0.5540677512436588,9238,1,1,0.48432268416504665,37,38,9,9,-0.06064207713923577,0,0,0,1,1,-0.562167955812708,0,-0.30081305824983723,-0.109105147316254,-0.31087931493290694,0.09483200900511447,0.3494675300655368,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.2693577879869185,0.518903690034754,0.49961961530017,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,39,-0.5540677512436588,9254,1,1,-0.19817587333920963,19,38,9,7,-0.9307859508846172,0,0,0,1,1,0.09685770440124603,0,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.4180498886958897,0.6247723865915191,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.522682374307949,0.518903690034754,0.7555269647324803,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,1,-0.5540677512436588,9500,1,1,0.48432268416504665,37,38,6,6,-0.39212545761366674,1,0,0,1,1,-0.562167955812708,0,-0.30081305824983723,0.6973796843079865,0.4070587863007005,0.4180498886958897,0.24622820886829339,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.4906159709761728,0.518903690034754,0.30768910322593723,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,-0.5540677512436588,9773,1,1,-0.425675392507295,1,19,7,7,-0.35759593881424684,1,0,0,1,1,-0.4303628237699172,0,-0.30081305824983723,-0.109105147316254,0.646371486711903,-0.22838587068566077,0.6935986007230148,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,0.9972651436182337,-0.4763115952457745,0.1477470098307431,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,0.9684140695650034,9130,1,1,2.6076515297338436,37,37,90,90,2.2321179711422476,0,0,0,1,0,-0.562167955812708,0,-0.30081305824983723,-0.5123475631283743,-0.31087931493290694,0.09483200900511447,0.8410833452905053,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,0.1871652616079112,1.0690134677870606,-0.199440991148615,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,39,-0.5540677512436588,9991,0,1,-0.19817587333920963,38,38,9,9,-0.48190220649215837,0,0,0,1,0,0.4922731005296184,0,-0.30081305824983723,-0.5123475631283743,0.8856841871231055,0.09483200900511447,-0.008428783418240623,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,0.4906159709761728,0.1871652616079112,0.1477470098307431,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,1,-0.5540677512436588,9500,1,1,-0.19817587333920963,1,19,5,5,0.1465350356572837,1,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,0.2941372684958662,0.16774608588949805,0.741267768386665,0.496296786879394,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.4906159709761728,1.1823805468884399,0.6458066886633773,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
2,7,-0.5540677512436588,9254,1,3,-0.19817587333920963,1,3,4,3,0.20868816949623997,0,0,0,1,0,2.073934685043108,0,-0.30081305824983723,-0.109105147316254,0.4070587863007005,-1.5212573894487618,-2.1971023927998017,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.522682374307949,-1.471526880526303,-1.963488622985818,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,39,-0.5540677512436588,9130,1,40,-0.2740090463952381,3,3,2,2,1.9558818207468884,1,0,0,1,0,0.4922731005296184,0,-0.30081305824983723,-0.109105147316254,0.16774608588949805,0.09483200900511447,0.48711995832852795,-0.19927303148411477,2.3239923644872205,2.171449470689305,1.250589729939264,1.8458574037421254,0.5124149827717855,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,17,-0.5540677512436588,9500,1,1,0.6359890302771035,38,38,7,10,0.8854667379648711,1,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,0.6973796843079865,-0.07156661452170444,1.06448564807744,0.8866561313618602,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,-0.016033201665888088,1.1823805468884399,0.9029935748428493,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,0.9684140695650034,171,1,1,-0.577341738619352,38,37,4,9,-0.8133855869665894,1,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,-2.5285596421889753,-1.9860682178113243,-1.5212573894487618,-2.1971023927998017,-0.19927303148411477,-0.2824423108896146,-2.8383365740470685,-2.0426298922341317,-1.471526880526303,-1.963488622985818,-0.199440991148615,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,0.2071731591606723,9500,1,1,-0.577341738619352,19,19,9,9,-0.8341032982462411,0,0,0,1,0,-0.6939730878554988,0,-0.30081305824983723,0.2941372684958662,-0.07156661452170444,0.4180498886958897,0.5146504439811261,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.9972651436182337,0.8506421184615969,0.38217642100712745,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,44,-0.5540677512436588,9238,1,39,-0.19817587333920963,19,1,9,9,0.33990034093403604,0,0,0,1,1,-0.2985576917271264,0,0.9702442193979948,-0.109105147316254,-0.31087931493290694,0.4180498886958897,0.28064131593404107,-0.19927303148411477,0.7601315592611196,-0.10572600419086485,-0.2693577879869185,0.518903690034754,0.3396775219049759,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
